donor,pred_age,true_age
onek1k:1075_1076,53.788808822631836,57.0
onek1k:1076_1077,55.2899227142334,73.0
onek1k:1077_1078,54.23086166381836,61.0
onek1k:1078_1079,52.750545501708984,65.0
onek1k:1079_1080,54.490671157836914,77.0
onek1k:107_107,56.24628257751465,85.0
onek1k:1080_1081,53.792449951171875,71.0
onek1k:1081_1082,53.86281967163086,73.0
onek1k:108_108,57.34099578857422,67.0
onek1k:109_109,52.23465538024902,84.0
onek1k:10_10,52.4692497253418,78.0
onek1k:110_110,54.04487991333008,84.0
onek1k:111_111,52.00530433654785,69.0
onek1k:112_112,55.692562103271484,81.0
onek1k:113_113,52.66410827636719,67.0
onek1k:114_114,52.71843338012695,72.0
onek1k:116_116,54.48443031311035,77.0
onek1k:117_117,57.66150665283203,91.0
onek1k:119_119,49.36066818237305,38.0
onek1k:11_11,52.97683906555176,81.0
onek1k:120_120,50.784889221191406,46.0
onek1k:121_121,53.023231506347656,71.0
onek1k:122_122,51.29868698120117,67.0
onek1k:123_123,48.550601959228516,50.0
onek1k:124_124,55.44960594177246,71.0
onek1k:125_125,56.1153621673584,74.0
onek1k:126_126,56.89666175842285,65.0
onek1k:127_127,55.09504508972168,85.0
onek1k:128_128,51.18162536621094,37.0
onek1k:129_129,51.32490539550781,35.0
onek1k:12_12,52.29926872253418,52.0
onek1k:130_130,52.4903678894043,72.0
onek1k:131_131,53.726919174194336,67.0
onek1k:132_132,51.956443786621094,62.0
onek1k:133_133,54.88871383666992,62.0
onek1k:134_134,58.25747871398926,73.0
onek1k:137_137,57.709449768066406,87.0
onek1k:138_138,56.4626350402832,64.0
onek1k:139_139,54.965946197509766,79.0
onek1k:13_13,52.906368255615234,50.0
onek1k:140_140,53.98952102661133,60.0
onek1k:141_141,53.46306800842285,36.0
onek1k:142_142,55.35692596435547,67.0
onek1k:144_144,54.92080116271973,44.0
onek1k:145_145,55.174325942993164,87.0
